name,release_year,image,platforms
NBA Live 99,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1811147-box_nbalive99.png,"['PlayStation', 'Nintendo 64', 'PC']"
The Addams Family,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2361108-nes_addamsfamily.jpg,"['Amiga', 'Game Boy', 'Game Gear', 'Genesis', 'Sega Master System', 'Super Nintendo Entertainment System', 'Amstrad CPC', 'Atari ST', 'Commodore 64', 'ZX Spectrum', 'Nintendo Entertainment System']"
Super Mario World 2: Yoshi's Island,1995,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2364715-snes_yoshis_island.jpg,"['Game Boy Advance', 'Super Nintendo Entertainment System', 'Nintendo Switch']"
Siren,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1867827-box_siren.png,"['PlayStation 2', 'PlayStation Network (PS3)', 'PlayStation 4']"
Bricks of Camelot,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/3/30196/1824249-bricks.jpg,"['Mac', 'PC']"
Ian Livingstone's Deathtrap Dungeon,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2946594-box_dd.png,"['PlayStation', 'PC', 'iPad']"
Banjo-Tooie,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/495/629714-125198.jpg,"['Nintendo 64', 'Xbox 360 Games Store']"
Bust a Groove 2,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/4576/364069-bustagroove2.jpg,['PlayStation']
Frogger's Journey: The Forgotten Relic,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2167111-box_fjtfr.png,['Game Boy Advance']
Knights of Honor,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/13544/1465455-knights_of_honor_coverart.png,['PC']
Adventsquiz,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
Powerball,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2371353-genesis_powerball_jp.jpg,"['Genesis', 'Wii Shop']"
Isoleur,1985,https://giantbomb1.cbsistatic.com/uploads/scale_small/10/103881/1773700-isoleur.png,['Amstrad CPC']
Golf Resort Tycoon II,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/10/103881/2238430-cover.jpg,['PC']
Remember 11: The Age of Infinity,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/97089/2267343-ps2.png,"['PlayStation Portable', 'PlayStation 2', 'PC', 'iPhone', 'PlayStation Network (PSP)', 'iPad', 'Android']"
WeaponLord,1995,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2942917-box_wlord.png,"['Genesis', 'Super Nintendo Entertainment System']"
Charlie II,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/6/60173/1546512-ch2title.png,['PC']
Micro Machines 64 Turbo,1999,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2428407-box_mm64.png,['Nintendo 64']
Valkyrie Profile 2: Silmeria,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2193308-box_vp2.png,['PlayStation 2']
Arkadian Warriors,2007,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1860082-box_akw.png,['Xbox 360 Games Store']
Re-Loaded,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2991120-box_reloaded.png,"['PlayStation', 'PlayStation Network (PS3)', 'PC']"
Teen Titans,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2280529-box_tt.png,"['Game Boy Advance', 'PlayStation 2', 'GameCube', 'Xbox']"
Battle Arena Toshinden 3,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1814620-box_bat3.png,['PlayStation']
Lethal Weapon,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2361963-nes_lethalweapon.jpg,"['Amiga', 'Game Boy', 'Super Nintendo Entertainment System', 'Atari ST', 'Commodore 64', 'Nintendo Entertainment System', 'PC']"
Jagged Alliance 2: Unfinished Business,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/7/73970/2214888-jagged_alliance_2___unfinished_business__front_.jpg,['PC']
Ultra SCSIcide,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/14975/1341071-ultraboxart.jpg,['Atari 2600']
Descent 3,1999,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/13692/1107968-2.jpg,"['Mac', 'PC', 'Linux']"
DemonStar,1997,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
Psychonauts,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1841447-box_pnauts.png,"['Mac', 'PlayStation 2', 'Xbox', 'Xbox 360 Games Store', 'PlayStation Network (PS3)', 'PC', 'PlayStation 4', 'Linux']"
Do You Like Horny Bunnies? 2,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/3715/673439-newbunnies2.jpg,['PC']
Quasimodo,1983,https://giantbomb1.cbsistatic.com/uploads/scale_small/10/103881/2883357-quasimodo%20atari%208%20bit%20cover.jpg,"['Commodore 64', 'Atari 8-bit']"
Labyrinth of Crete,1982,https://giantbomb1.cbsistatic.com/uploads/scale_small/7/73970/2950913-labyrinth_of_crete_c64_1_1.jpg,"['Apple II', 'Commodore 64', 'Atari 8-bit']"
Dragon Ball Z: Supersonic Warriors,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1814878-box_dbzsw.png,['Game Boy Advance']
Police Quest 2: The Vengeance,1988,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/7622/643234-pq2.jpg,"['Amiga', 'Atari ST', 'PC']"
"20,000 Leagues Under the Sea",1988,https://giantbomb1.cbsistatic.com/uploads/scale_small/3/33214/1345448-20000_leagues.jpg,"['Amiga', 'Amstrad CPC', 'Atari ST', 'PC']"
Morning's Wrath,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/3/30196/1822324-wrath.jpg,['PC']
F1 2000,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2991110-box_f12k.png,"['PlayStation', 'PC']"
Alien Blast: The Encounter,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/3/30196/1830774-blast.jpg,['PC']
Motor City,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/9408/748436-1074874262_00.gif,"['Amiga', 'PC']"
Return of the Incredible Machine: Contraptions,2009,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/6087/1247862-2558_1.jpg,"['Mac', 'PC']"
Firelord,1986,https://giantbomb1.cbsistatic.com/uploads/scale_small/7/73970/2832841-firelord_c64_4_1.jpg,"['Amstrad CPC', 'Commodore 64', 'ZX Spectrum', 'PC']"
SEGA AGES 2500 Vol.17: Phantasy Star - Generation:2,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/4647/839446-916725_23962_front.jpg,"['PlayStation 2', 'PlayStation Network (PS3)']"
Spider-Man,1995,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/82063/2386207-2374524-genesis_spiderman_2.jpg,"['Genesis', 'Super Nintendo Entertainment System']"
Panel Panic,1986,https://giantbomb1.cbsistatic.com/uploads/scale_small/10/103881/2837541-panel%20panic%20cover%20front.jpg,['MSX']
Perfect Dark,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/495/747383-198274_27981_front.jpg,['Game Boy Color']
Super Mario 64,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2543572-box_sm64.png,"['Nintendo 64', 'Wii Shop', 'Wii U']"
Skippy's Revenge,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
World Championship Soccer,1989,https://giantbomb1.cbsistatic.com/uploads/scale_small/10/100306/1428598-world_championship_soccer_coverart.png,"['Amiga', 'Genesis', 'Sega Master System', 'Atari ST', 'Commodore 64', 'ZX Spectrum', 'PC']"
Neutopia,1989,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2365555-tg16_neutopia.jpg,"['TurboGrafx-16', 'Wii Shop', 'PlayStation Network (PS3)', 'PlayStation Network (PSP)', 'Wii U']"
Memory Manor,1984,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,"['Commodore 64', 'Atari 8-bit', 'ColecoVision']"
Caesar the Cat,1983,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87644/1315599-caesar_the_cat___ingame1.jpg,"['Commodore 64', 'ZX Spectrum', 'BBC Micro']"
Shipwreckers!,1997,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2982991-box_sw.png,"['PlayStation', 'PC']"
Chuck Rock,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/3003485-box_cr.png,"['Amiga', 'Game Boy', 'Game Gear', 'Genesis', 'Sega Master System', 'Super Nintendo Entertainment System', 'Atari ST', 'Commodore 64', 'Sega CD', 'Amiga CD32', 'Acorn Archimedes']"
Wing Commander: Prophecy,1997,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/2267/1107016-wingcommanderprophecy.jpg,"['Game Boy Advance', 'PC']"
kirubiru,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
Dragonskulle,1985,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/495/765392-dragonskulle_title.png,['Commodore 64']
Caverns of Kroz,1989,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/18269/1400673-caverns_title.png,['PC']
Ultima: Worlds of Adventure 2: Martian Dreams,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/15693/611034-umdboxl_1_.jpg,"['Mac', 'PC']"
SBK-07: Superbike World Championship,2007,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/4647/837320-938982_97444_front.jpg,"['PlayStation Portable', 'PlayStation 2', 'PlayStation Network (PS3)']"
Assassin's Creed,2007,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/82063/2843355-ac.jpg,"['Xbox 360', 'PlayStation 3', 'PC']"
beatmania,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2525156-box_bmania.png,['PlayStation 2']
Mars Cars,1982,https://giantbomb1.cbsistatic.com/uploads/scale_small/7/73970/2771180-mars_cars_apple_ii_1_1.jpg,['Apple II']
Zombie Virus,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/4647/840250-930680_78394_front.jpg,['PlayStation 2']
XIII,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2146389-box_xiii.png,"['Mac', 'PlayStation 2', 'GameCube', 'Xbox', 'PC']"
In the 1st Degree,1995,https://giantbomb1.cbsistatic.com/uploads/scale_small/2/25927/856590-itfd_boxart.jpg,['PC']
Flash Gordon,1983,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/15568/616289-b_flashgordon_front.jpg,"['Atari 8-bit', 'VIC-20', 'Atari 2600']"
Monopoly,1988,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2362073-nes_monopoly.jpg,"['Game Boy', 'Genesis', 'Sega Master System', 'Super Nintendo Entertainment System', 'Amstrad CPC', 'Commodore 64', 'ZX Spectrum', 'Mac', 'Nintendo Entertainment System', 'PlayStation', 'Xbox', 'Wii', 'Nintendo 64', 'Game Boy Color', 'iPod', 'Game.Com', 'PC', 'PlayStation Network (PSP)', 'Windows Phone']"
The Lord of the Rings: The Third Age,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2276091-box_tlotrtta.png,"['Game Boy Advance', 'PlayStation 2', 'GameCube', 'Xbox']"
Unison: Rebels of Rhythm & Dance,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/4647/839990-199161_front.jpg,['PlayStation 2']
Earthsiege 2,1995,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/15693/1393591-earthsiege_2_a.jpg,['PC']
Town & Country Surf Designs: Wood & Water Rage,1988,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2362325-nes_tandcsurfdesigns.jpg,['Nintendo Entertainment System']
BreakThru!,1994,https://giantbomb1.cbsistatic.com/uploads/scale_small/14/149200/2335722-breakthru__pc.jpg,"['Game Boy', 'Super Nintendo Entertainment System', 'PlayStation', 'Saturn', 'PC']"
Close Quarters Conflict,2007,https://giantbomb1.cbsistatic.com/uploads/scale_small/3/30196/1801222-cqc.jpg,['PC']
Freedom Fighters!,1982,https://giantbomb1.cbsistatic.com/uploads/scale_small/16/164924/3010479-3460118502-49978.jpg,['Odyssey 2']
Bricks of Egypt 2: Tears of the Pharaohs,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/3/30196/1805191-brick.jpg,"['Mac', 'PC']"
Across the Rhine,1995,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/84290/2831493-0076901023-heade.jpg,"['Mac', 'PC', 'Linux']"
Vanishing Point,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2985100-box_vp.png,"['PlayStation', 'Dreamcast']"
Delaware St. John: Volume 3: The Seacliff Tragedy,2007,https://giantbomb1.cbsistatic.com/uploads/scale_small/2/29944/1458395-6144.jpg,['PC']
SOCOM: U.S. Navy SEALs - Fireteam Bravo,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1789975-box_socomftb.png,"['PlayStation Portable', 'PlayStation Network (PSP)']"
The Official Father Christmas,1989,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/4647/1225934-father_christmas.jpg,"['Amstrad CPC', 'Commodore 64', 'ZX Spectrum']"
Towering Inferno,1982,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/6087/582186-585225_38157_front.jpg,['Atari 2600']
Nacah,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
Carlos Sainz,1990,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/8273/884530-1233962662_00.png,"['Amstrad CPC', 'MSX', 'ZX Spectrum', 'PC']"
Academy: Tau Ceti II,1987,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/8273/707541-1132177111_00.png,"['Amiga', 'Amstrad CPC', 'Atari ST', 'Commodore 64', 'ZX Spectrum', 'PC']"
Cold War,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1803114-box_coldwar.png,"['Mac', 'Xbox', 'PC', 'Linux']"
Mercer Mayer's Little Critter and the Great Race,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/3/30196/1970459-race.jpg,"['Mac', 'PC']"
Half-Life,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2489840-box_hl1.png,"['Mac', 'PlayStation 2', 'PC', 'Linux']"
Brett Hull Hockey '95,1994,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/4/1226567-brett_hull_hockey.jpeg,"['Genesis', 'Super Nintendo Entertainment System', 'PC']"
International Truck Racing,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/1987/1118516-international_truck_racing.gif,"['Amiga', 'Atari ST', 'Commodore 64']"
The Krypton Factor,1987,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,"['Amstrad CPC', 'Commodore 64', 'ZX Spectrum']"
Infected,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1837499-box_infected.png,['PlayStation Portable']
Trivial Pursuit: Unhinged,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/4647/840315-918808_front.jpg,"['PlayStation 2', 'Xbox', 'PC']"
Primal Prey,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/2/25943/1072283-foto_primal_prey.jpg,['PC']
Boulder Dash,1984,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2361183-nes_boulderdash_de.jpg,"['Game Boy', 'Amstrad CPC', 'Apple II', 'Commodore 64', 'MSX', 'ZX Spectrum', 'Nintendo Entertainment System', 'Atari 8-bit', 'ColecoVision', 'Atari 5200', 'Arcade', 'Wii Shop', 'PC', 'NEC PC-8801', 'BBC Micro', 'Super Cassette Vision', 'Browser']"
Syphon Filter: Combat Ops,2007,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/4647/964180-sfco_logo_small425.jpg,['PlayStation Network (PSP)']
Adventure Collection: Volume One,2008,https://giantbomb1.cbsistatic.com/uploads/scale_small/3/35156/1312023-adventure_collection_pc_pc3661_1.jpg,['PC']
Conflict: Europe,1989,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/1987/833406-798431679764318.jpg,"['Amiga', 'Atari ST', 'PC']"
High Seas Havoc,1993,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/3909/363734-hsh.jpg,['Genesis']
Bruce Lee Lives: The Fall of Hong Kong Palace,1989,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93538/1470688-bruceleelives_frontcover.png,['PC']
Magic: The Gathering,1997,https://giantbomb1.cbsistatic.com/uploads/scale_small/5/58746/2108044-software_magic_the_gathering_microprose.jpg,['PC']
Monster World IV,1994,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/3017/351046-monster_world_iv_01.jpg,"['Genesis', 'Wii Shop', 'PlayStation Network (PS3)']"
Herdy Gerdy,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2246590-box_hg.png,['PlayStation 2']
R-Type Delta,1999,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2303992-box_rtyped.png,"['PlayStation', 'PlayStation Network (PS3)', 'PlayStation Network (PSP)']"
Immortal Cities: Children of the Nile,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/11423/929792-cotn.jpg,['PC']
Joust VGA,1990,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
Pyramid,1990,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/2453/1501404-pyramidu_front.jpg,"['Nintendo Entertainment System', 'Watara Supervision']"
Namco Museum,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2469697-box_nm2002.png,"['PlayStation 2', 'GameCube', 'Xbox']"
Dungeon Rogue,1993,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/81005/1392045-dr01.png,['PC']
Half-Life 2: Lost Coast,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/14741/1056592-header.jpg,"['Mac', 'PC', 'Linux']"
Contra III: The Alien Wars,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1841702-box_contra3.png,"['Game Boy', 'Super Nintendo Entertainment System', 'Wii Shop', 'Wii U', 'New Nintendo 3DS']"
Momotarou Densetsu Gaiden,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/5822/520049-momotarou.jpg,"['Game Boy', 'Nintendo Entertainment System', 'TurboGrafx-16']"
Meat Puppet,1997,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/18329/625439-meat_puppet_box.jpg,['PC']
The Secret of Monkey Island,1990,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/4938/609632-secret_of_monkey_island_box_front_6588x8280.jpg,"['Amiga', 'Atari ST', 'Mac', 'Sega CD', 'PlayStation 3', 'Xbox 360 Games Store', 'PlayStation Network (PS3)', 'PC', 'iPhone', 'FM Towns', 'Commodore CDTV']"
RealSports Baseball,1982,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2366222-a5200_realsportsbaseball.jpg,"['Atari 2600', 'Atari 5200', 'Atari 7800', 'Xbox 360 Games Store']"
Tomb Raider,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/2560/217714-tombraiderpccover.jpg,"['Mac', 'PlayStation', 'N-Gage', 'Saturn', 'PC', 'iPhone', 'iPad', 'Android']"
Aqua Aqua,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2428378-box_aquaaqua.png,['PlayStation 2']
Metropolis Street Racer,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/14036/775367-msr_cover.jpg,['Dreamcast']
Olli & Lissa: The Ghost of Shilmore Castle,1986,https://giantbomb1.cbsistatic.com/uploads/scale_small/16/164924/2988468-2063639503-40052.jpg,"['Amstrad CPC', 'Commodore 64', 'ZX Spectrum']"
Warriors of Might and Magic,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2409923-box_womam.png,"['PlayStation 2', 'PlayStation', 'Game Boy Color']"
Strip Pot,1994,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,"['Amiga', 'Amiga CD32']"
Dead to Rights,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2428392-box_dtr.png,"['Game Boy Advance', 'PlayStation 2', 'GameCube', 'Xbox', 'Xbox 360 Games Store', 'PC']"
Deer Hunter 4: World-Class Record Bucks,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/16/164924/2355230-__e_t_kwbwm___kgrhqyoknuez1r_vgycbnp2rky48w___32.jpg,['PC']
Formula 1 Sensation,1993,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/5822/516651-f1s.jpg,['Nintendo Entertainment System']
Archon: The Light and the Dark,1983,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2366002-a5200_archon.jpg,"['Amiga', 'Amstrad CPC', 'Apple II', 'Commodore 64', 'ZX Spectrum', 'Nintendo Entertainment System', 'Atari 8-bit', 'PC', 'NEC PC-8801']"
Cobra-Command,1988,https://giantbomb1.cbsistatic.com/uploads/scale_small/2/23093/2359545-cobra_command_nes.jpg,"['Nintendo Entertainment System', 'Arcade']"
Phantasy Star Online Episode I & II,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2478681-box_psoe12.png,['GameCube']
Hiper Tronic,1987,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/6182/2092519-hipertronic.jpg,['MSX']
Fantastic Voyage,1982,https://giantbomb1.cbsistatic.com/uploads/scale_small/7/73970/2789350-fantastic_voyage_atari2600_1_1.jpg,"['Atari 8-bit', 'Atari 2600']"
EVE: The Lost One,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/97089/2802201-saturn.jpg,"['PlayStation', 'Saturn', 'PC']"
The Oracle,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
Summon Night 3,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/97089/2779775-ps2box.jpg,"['PlayStation Portable', 'PlayStation 2', 'PlayStation Network (PSP)']"
Tetrisphere,1997,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2937596-box_tsphere.png,['Nintendo 64']
Silent Bomber,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/20/207993/2552630-794020-silentbomber_cover.png,"['PlayStation', 'PlayStation Network (PS3)', 'PlayStation Network (PSP)']"
Heroes of Might and Magic III: The Shadow of Death,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/15/155745/2173178-2167830_me0001452277_2.jpg,['PC']
Combat Course,1988,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,"['Amiga', 'Amstrad CPC', 'Atari ST', 'Commodore 64']"
5 Spots,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/84290/1332856-gfs_142724_3_9.jpg,['PC']
Apprentice II: The Knight's Move,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
Conflict: Desert Storm,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2972735-box_cds.png,"['PlayStation 2', 'GameCube', 'Xbox', 'PC']"
Silent Thunder,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/15693/1393139-a10_tank_killer_2_a.jpg,['PC']
Team Apache,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
Gridrunner,1982,https://giantbomb1.cbsistatic.com/uploads/scale_small/16/164924/2969596-0158212847-64921.jpg,"['Amiga', 'Atari ST', 'Commodore 64', 'ZX Spectrum', 'Atari 8-bit', 'VIC-20', 'Dragon 32/64']"
Will Rock,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/1987/709711-will_rock_front.jpg,['PC']
Gary Gadget: Building Cars,1997,https://giantbomb1.cbsistatic.com/uploads/scale_small/3/30196/1804069-gary.jpg,"['Mac', 'PC']"
Godzilla,1990,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/6529/216332-godzilla_game_boy.jpg,"['Game Boy', 'MSX']"
The Rub Rabbits!,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2958261-box_trr.png,['Nintendo DS']
BLiP Football,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/14975/1340873-blipboxart.jpg,['Atari 2600']
Chuckman,1983,https://giantbomb1.cbsistatic.com/uploads/scale_small/16/164924/2708927-5810999062-90085.jpg,"['ZX Spectrum', 'Aquarius']"
F22 Total Air War,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/8272/1479920-199077_43147_front.jpg,['PC']
"Scene It? Lights, Camera, Action",2007,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1817079-box_sitlca.png,['Xbox 360']
Metal Gear Solid: Digital Graphic Novel,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1789941-box_mgsdgn.png,['PlayStation Portable']
Ascendancy,1995,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/9408/722315-6713_boxshot_ascendancy.jpg,"['PC', 'iPhone', 'iPad']"
Panzer Campaigns VI: Korsun '44,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/10/103881/3014444-k44covw.jpg,['PC']
Frogger: The Great Quest,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/276/814319-cover.jpg,"['Game Boy Advance', 'PlayStation 2', 'PC']"
Arthur's Knights: Tales of Chivalry,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/4/48222/1093284-lightbox.jpg,['PC']
Ariva,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/81005/3074450-ariva.jpg,['PC']
Sprint Cars: Road to Knoxville,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/4647/839374-934140_77484_front.jpg,"['PlayStation 2', 'PC']"
Rise of the Kasai,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2115775-box_rotk.png,"['PlayStation 2', 'PlayStation 4']"
WWF European Rampage,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/5000/537666-wwf_euro_ramp_disc.jpg,"['Amiga', 'Atari ST', 'Commodore 64', 'PC']"
Gateway to the Savage Frontier,1997,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/15693/614764-625_1_1_.jpg,"['Amiga', 'Commodore 64', 'PC']"
Jack the Nipper,1986,https://giantbomb1.cbsistatic.com/uploads/scale_small/7/73970/3156588-jack_the_nipper_spec_1_1.jpg,"['Amstrad CPC', 'Commodore 64', 'MSX', 'ZX Spectrum', 'iPhone', 'iPad']"
Gokujyou Parodius: Deluxe Pack,1995,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/1732/292830-tn_parodius_pal_front.jpg,"['PlayStation', 'Saturn']"
Spelunker,1983,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/3413/237170-spelunker.jpg,"['Commodore 64', 'MSX', 'Nintendo Entertainment System', 'Atari 8-bit', 'Arcade', 'Wii Shop', 'Nintendo 3DS eShop', 'Wii U']"
Fatty Bear's Birthday Surprise,1993,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/4938/617675-fatty_bears_b_day_fb.jpg,"['Mac', '3DO', 'PC']"
