name,release_year,image,platforms
NBA Live 95,1994,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/140/674320-g02543m5lbm.jpg,"['Genesis', 'Super Nintendo Entertainment System', 'PC']"
Combat Air Patrol,1993,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/8273/678159-1148332725_00.png,"['Amiga', 'PC']"
Breath of Fire II,1994,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2363669-snes_breathoffire2_3.jpg,"['Game Boy Advance', 'Super Nintendo Entertainment System', 'Wii Shop', 'Wii U', 'New Nintendo 3DS']"
Kirby & The Amazing Mirror,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1865068-box_katam.png,"['Game Boy Advance', 'Nintendo 3DS eShop', 'Wii U']"
Phantasy Star Gaiden,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/7667/315069-ggphantasystargaiden.jpg,['Game Gear']
Fire Force,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/3413/277383-fire_force_back.jpg,"['Amiga', 'Atari ST', 'Amiga CD32']"
Virtual Pool 2,1997,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/9493/1730546-virtual_pool2_jc_f.jpg,['PC']
BoBoBo~Bo Bo~BoBo: Hajike Matsuri!,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/3014402-box_bohm.png,['PlayStation 2']
Stuart Little 2,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/3/30196/1862314-little_gba.jpg,"['Game Boy Advance', 'PlayStation', 'PC']"
Tower of the Sorcerer,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
Harvest Moon: A Wonderful Life,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2139784-box_hmawl.png,"['PlayStation 2', 'GameCube', 'PlayStation Network (PS3)', 'PlayStation 4']"
XTreme Racing,1995,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['Amiga']
Psychic Force 2012,1999,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/14206/947326-pfeu.jpg,"['PlayStation', 'Dreamcast', 'Arcade', 'PlayStation Network (PS3)', 'PlayStation Network (PSP)']"
American McGee Presents: Bad Day L.A.,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2106394-box_baddayla.png,['PC']
Golf,1980,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/15568/623776-b_golf_color_front.jpg,"['Atari 2600', 'Xbox 360 Games Store']"
Kaze no Notam,1997,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/14912/822639-img55566920.jpg,['PlayStation']
Andy Capp,1987,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/26/2586815-andy_capp.jpg,"['Amstrad CPC', 'Commodore 64', 'ZX Spectrum']"
GripShift,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1388551-gshift_box.png,"['PlayStation Portable', 'Xbox 360 Games Store', 'PlayStation Network (PS3)']"
Rambo,1987,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/3413/235001-rambo.jpg,['Nintendo Entertainment System']
Disney's 101 Dalmatians II: Patch's London Adventure,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2993124-box_101d2.png,['PlayStation']
Samurai Jack: The Amulet of Time,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2207753-box_sjacktaot.png,['Game Boy Advance']
Panic Bomber,1994,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1840765-box_pbomber.jpg,"['Super Nintendo Entertainment System', 'PlayStation Portable', 'Neo Geo', 'TurboGrafx-CD', 'TurboGrafx-16', 'Virtual Boy', 'Wii Shop', 'Sharp X68000', 'PlayStation Network (PSP)', 'Wii U']"
DDRMAX 2 Dance Dance Revolution,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2280567-box_ddrmax2.png,"['PlayStation 2', 'Arcade']"
Super Laydock: Mission Striker,1987,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/13692/919445-image.php.jpeg,"['MSX', 'Sharp X1']"
Tilelander,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/13313/1031215-prtscr_capture.jpg,['PC']
Tender Loving Care,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/14975/1339524-tenderlovingboxart.jpg,"['PC', 'iPhone', 'iPad']"
Daze Before Christmas,1994,https://giantbomb1.cbsistatic.com/uploads/scale_small/3/30116/1333657-3116324991_c2894f1e00.jpg,"['Genesis', 'Super Nintendo Entertainment System']"
Champion of the Raj,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/9408/724505-1169934695_00.png,"['Amiga', 'Atari ST', 'PC']"
Shalom: Knightmare III,1987,https://giantbomb1.cbsistatic.com/uploads/scale_small/16/164924/2999171-6088391425-56611.jpg,['MSX']
Mickey's Racing Adventure,1999,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2993112-box_mra.png,['Game Boy Color']
Unbound,2007,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
Testament,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/5/50264/2974597-102312-testament-amiga-front-cover.jpg,['Amiga']
The Dame Was Loaded,1995,https://giantbomb1.cbsistatic.com/uploads/scale_small/10/103881/2959226-the%20dame%20was%20loaded%20pc%20cover%20front%20us.jpg,"['Mac', 'CD-i', 'PC']"
Power Strike,1988,https://giantbomb1.cbsistatic.com/uploads/scale_small/2/23093/2341238-powerstrike_sms_eu_nolimits_medium.jpg,"['Sega Master System', 'MSX', 'Wii Shop']"
Orbiter Space Flight Simulator,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/6/66643/2832244-6880157391-orbit.png,['PC']
Suspended,1983,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/15693/623774-948901_105563_front_1_.jpg,"['Amiga', 'Amstrad CPC', 'Apple II', 'Atari ST', 'Commodore 64', 'Mac', 'Atari 8-bit', 'Apple IIgs', 'TRS-80', 'PC']"
Spindizzy,1986,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/4560/501866-spindizzy.jpg,"['Amstrad CPC', 'Apple II', 'Commodore 64', 'ZX Spectrum', 'Atari 8-bit']"
Danan the Jungle Fighter,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/1794793-danan.jpg,['Sega Master System']
Mega Man 3,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/10/103881/2823074-mega%20man%203%20cover%20pc.jpeg,['PC']
Still Life,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2972714-box_sl.png,"['Xbox', 'PC']"
Blue Lightning,1989,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2976284-box_bl.png,"['Atari Lynx', 'Jaguar CD']"
Cleopatra: Queen of the Nile,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/15/155745/2170300-354592_18335_front.jpg,['PC']
Super Baseball,1988,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/14975/1341685-superboxart.jpg,['Atari 2600']
Medieval Warriors,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,"['Amiga', 'PC']"
The Adventurers,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,"['Amiga', 'Atari ST']"
American Idol,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/15405/832165-american_idol_coverart.png,"['Game Boy Advance', 'PlayStation 2', 'PC']"
Drowned God,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/14/147582/3037660-14221-drowned-god-conspiracy-of-the-ages-windows-front-cover.jpg,['PC']
Cookie Monster Munch,1983,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/15228/818360-cookie.jpg,['Atari 2600']
Icewind Dale: Heart of Winter,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/3/30116/1216833-icewind_dale_heart_of_winter_box_shot.jpg,['PC']
Champions: Return to Arms,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2275978-box_crta.png,['PlayStation 2']
The Simpsons: Hit & Run,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2276098-box_tshar.png,"['PlayStation 2', 'GameCube', 'Xbox', 'PC']"
Plutos,1987,https://giantbomb1.cbsistatic.com/uploads/scale_small/7/73970/3115200-plutos_ast_1_1.jpg,"['Amiga', 'Atari ST']"
Nightcaster: Defeat the Darkness,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2276020-box_ncdtd.png,['Xbox']
Bedlam,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/5589/1250679-bedlam_cover.jpg,"['Mac', 'PlayStation', 'PC']"
Playhouse Disney's The Book of Pooh: A Story Without a Tail,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/3/30196/1898067-pooh.jpg,"['Mac', 'PC']"
Mystic Defender,1989,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2371243-genesis_mysticdefender.jpg,['Genesis']
Toobz,1994,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['Amiga']
Digimon Rumble Arena 2,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2375790-box_dra2.png,"['PlayStation 2', 'GameCube', 'Xbox']"
SEGA SuperStars,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2973704-box_sss.png,['PlayStation 2']
GoldenEye 007,1997,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1841794-box_geye.png,['Nintendo 64']
Tir Na Nog,1984,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/7663/311394-tirnanog.jpg,"['Amstrad CPC', 'Commodore 64', 'ZX Spectrum']"
Diabolika 2: The Devil's Last Stand,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/13/136461/2406839-dia1.png,['PC']
Trap Gunner,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2199430-box_tgunner.png,['PlayStation']
Turok: Evolution,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2525277-box_turokevo.png,"['Game Boy Advance', 'PlayStation 2', 'GameCube', 'Xbox']"
Gunship!,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/2/23546/863563-boxshot.jpg,['PC']
RoboCop 3,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2362161-nes_robocop3.jpg,"['Genesis', 'Sega Master System', 'Super Nintendo Entertainment System', 'Commodore 64', 'ZX Spectrum', 'Nintendo Entertainment System', 'Arcade', 'PC']"
Shining Force III Scenario 3,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/97089/2825711-box32.png,['Saturn']
Asteroids / Pong / Yars' Revenge,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/4647/834382-929035_68528_front.jpg,['Game Boy Advance']
Under a Killing Moon,1994,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/9408/720905-uakm_box.jpg,"['Mac', 'PC']"
Ganbare Goemon Gaiden 2: Tenka no Zaihou,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/7981/317905-ganbaregoemongaiden2tenkanozaihou.jpg,['Nintendo Entertainment System']
"I,Ball",1987,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/1987/1106825-i__ball___front.jpg,"['Amstrad CPC', 'Atari ST', 'Commodore 64', 'ZX Spectrum']"
Vietcong 2,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/16725/1460652-vietcong_2_boxart.jpg,['PC']
Burn: Cycle,1994,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/9408/720918-eurofront.jpg,"['Mac', 'CD-i', 'PC']"
Pac the Man 2,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/16/160705/2265886-ptm2.jpg,['Mac']
Neocron,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/15693/608154-neocron___box_front_1_.jpg,['PC']
ClayFighter 63 1/3,1997,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2345120-box_cf64.png,['Nintendo 64']
The Ancient Art of War at Sea,1987,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/8273/675904-1160049317_00.gif,"['Apple II', 'Mac', 'PC']"
Devious Designs,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/1987/856569-devious_designs___front.jpg,"['Amiga', 'Atari ST']"
Ultima Online: Lord Blackthorn's Revenge,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/15693/616758-539053_91776_front_1_.jpg,['PC']
Warsong,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2389651-genesis_warsong.jpg,"['Genesis', 'TurboGrafx-CD', 'Wii Shop', 'PlayStation Network (PS3)', 'PC', 'PlayStation Network (PSP)', 'Wii U']"
Ice Trek,1983,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/1791222-ice_trek__imagic_.jpg,"['Intellivision', 'PC']"
Lotus: The Ultimate Challenge,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/1987/629251-lotus_iii___the_ultimate_challenge___front.jpg,"['Amiga', 'Genesis', 'Atari ST', 'PC']"
ALF: The First Adventure,1987,https://giantbomb1.cbsistatic.com/uploads/scale_small/16/164924/2619046-1308998165-ALF_-.jpg,"['Apple II', 'Atari ST', 'Commodore 64', 'PC']"
California Games,1987,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2367678-a2600_californiagames.jpg,"['Amiga', 'Genesis', 'Atari Lynx', 'Sega Master System', 'Amstrad CPC', 'Apple II', 'Atari ST', 'Commodore 64', 'MSX', 'ZX Spectrum', 'Nintendo Entertainment System', 'Apple IIgs', 'Atari 2600', 'Wii Shop', 'PC']"
The Growing Pains of Adrian Mole,1987,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,"['Amstrad CPC', 'Commodore 64', 'ZX Spectrum', 'Atari 8-bit']"
Phoenix,1999,https://giantbomb1.cbsistatic.com/uploads/scale_small/17/174044/2719824-7538596467-_-Pho.jpg,['PC']
Elvira's Horror Pack,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
Armagetron Advanced,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/3257/600226-armtron2.jpg,"['Mac', 'PC']"
Baby Jack,1989,https://giantbomb1.cbsistatic.com/uploads/scale_small/10/103881/2156321-1.png,['Commodore 64']
Super Back to the Future II,1993,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/14036/787437-superbackii.jpg,['Super Nintendo Entertainment System']
Dual Orb II,1994,https://giantbomb1.cbsistatic.com/uploads/scale_small/24/246377/2661580-dual%20orb%202%20%28j%29%20%5Bt-eng%5D.jpg,['Super Nintendo Entertainment System']
Stunt GP,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/4647/840014-533281_front.jpg,"['PlayStation 2', 'PlayStation', 'Dreamcast', 'PC']"
Tanktics: Computer game of Armored Combat on the Eastern Front,1976,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/81005/2784859-0978287032-18306.jpg,"['Apple II', 'Atari 8-bit', 'Commodore PET/CBM', 'TRS-80']"
Quake II,1997,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/2130/205929-q2box.jpg,"['Amiga', 'Mac', 'Xbox 360', 'PlayStation', 'Nintendo 64', 'PC', 'Zeebo']"
Super Skweek,1990,https://giantbomb1.cbsistatic.com/uploads/scale_small/16/164924/3096230-7193754777-48766.jpg,"['Atari Lynx', 'Amstrad CPC', 'Atari ST', 'Amiga CD32']"
Magicland Dizzy,1990,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/826/612069-dizzy4.jpg,"['Amiga', 'Amstrad CPC', 'Atari ST', 'Commodore 64', 'ZX Spectrum', 'Amiga CD32', 'PC']"
Marvel Trading Card Game,2007,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1982782-box_mtcg.png,"['PlayStation Portable', 'Nintendo DS', 'PC']"
WWF WrestleMania,1989,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2362623-nes_wwfwrestlemania.jpg,['Nintendo Entertainment System']
Ultimate Soccer,1993,https://giantbomb1.cbsistatic.com/uploads/scale_small/16/164924/2866167-2526404475-31164.jpg,"['Game Gear', 'Genesis', 'Sega Master System']"
Top Gear 3000,1995,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/8169/680543-top_gear_3000_coverart.png,['Super Nintendo Entertainment System']
Felix in the Factory,1984,https://giantbomb1.cbsistatic.com/uploads/scale_small/16/164924/2999458-7927558117-31518.jpg,"['Commodore 64', 'BBC Micro']"
The Rocketeer,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2364639-snes_rocketeerthe.jpg,"['Super Nintendo Entertainment System', 'Nintendo Entertainment System', 'PC']"
Demon's Tomb: The Awakening,1989,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/1987/855572-demon_s_tomb___the_awakening___front.jpg,"['Amiga', 'Atari ST', 'PC']"
Gear Works,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/10/103881/2332219-gear_works_cover.jpg,"['Amiga', 'Game Boy', 'Game Gear', 'Commodore 64', 'PC']"
Sherwood Forest,1982,https://giantbomb1.cbsistatic.com/uploads/scale_small/16/165036/3085797-sf.jpg,['Apple II']
Tennis,1976,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/3564/390016-tennis.jpg,['Channel F']
Deus,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/97089/2495496-untitled.png,['PC']
Bridge Olympiad,1994,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
Spider-Man,1982,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2367662-2600_spiderman.jpg,"['Atari 2600', 'Odyssey 2']"
Pocket Tennis,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/10/103881/1619550-pockettennis_front.jpg,['Neo Geo Pocket']
Call of Duty: Finest Hour,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1875209-box_codfh.png,"['PlayStation 2', 'GameCube', 'Xbox']"
AmerZone: The Explorer's Legacy,1999,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/15035/650367-amerzone.jpg,"['PlayStation', 'PC', 'iPhone', 'iPad', 'Android']"
Detritus: The Daemons Quest,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/81005/2749815-5413855156-61240.jpg,['PC']
Paparazzi,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/10/103881/2197583-paparazzi.jpg,['PC']
Lara Croft Tomb Raider: Curse of the Sword,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/3003500-box_lctrcots.png,['Game Boy Color']
Dave Mirra Freestyle BMX 3,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2133346-box_dmfsbmx3.png,['Game Boy Advance']
Might and Magic VIII: Day of the Destroyer,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/14741/1106342-might_and_magic_viii___day_of_the_destroyer_coverart.png,"['PlayStation 2', 'PC']"
Pokémon Diamond/Pearl,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/99864/2389393-pok_mon_diamond_and_pearl_box_artwork.jpg,['Nintendo DS']
Mysterium,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/19306/1397061-mysteriumbox640.jpg,['Game Boy']
Sid Meier's Civilization III: Conquests,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/15/155745/2168069-box_pc.jpg,['PC']
Tekken Advance,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1791102-box_ta.png,['Game Boy Advance']
Toki Tori,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/3661/1331974-header__7_.jpg,"['Mac', 'Game Boy Color', 'Wii Shop', 'PlayStation Network (PS3)', 'PC', 'iPhone', 'Android', 'Nintendo 3DS eShop', 'Wii U', 'Linux', 'Nintendo Switch']"
Eliminator Boat Duel,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/3413/213965-eliminator_boat_duel.jpg,['Nintendo Entertainment System']
O.D.T. - Escape... Or Die Trying,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2982995-box_odt.png,"['PlayStation', 'PC']"
Untold Legends: Brotherhood of the Blade,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1837519-box_ulbotb.png,"['PlayStation Portable', 'PlayStation Network (PSP)']"
Championship Manager: Season 1999/2000,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/18185/636001-325.jpg,"['Mac', 'PC']"
A Mind Forever Voyaging,1985,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/1987/679440-amfv_front.jpg,"['Amiga', 'Apple II', 'Atari ST', 'Mac', 'Commodore 128', 'PC']"
X-COM: Terror from the Deep,1995,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2344266-terror.png,"['PlayStation', '3DO', 'PC']"
"Jim Power in ""Mutant Planet""",1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/1987/1123217-jim_power_in_mutant_planet___front.jpg,"['Amiga', 'Genesis', 'Amstrad CPC', 'Atari ST', 'TurboGrafx-16', 'PC']"
Driver's Education '98,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
Nancy Drew 75th Anniversary Edition,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/11423/714233-75than.jpg,['PC']
Robot Wars: Arenas of Destruction,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/19490/694196-robot_wars.jpg,"['PlayStation 2', 'Xbox', 'PC']"
NCAA Football 99,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2250730-box_ncaafb99.png,"['PlayStation', 'PC']"
